row_id,column,value,prior_error_type,prior_source,is_error,error_type,confidence,suggested_fix,llm_reason
265,ZipCode,36784,DIST,stage2,False,NONE,0.98,,"邮编36784对应城市Thomasville, AL，与City和State一致，为真实有效邮编"
265,City,thomasville,DIST,stage2,False,NONE,0.98,,城市名'Thomasville'与邮编和州一致，且出现在正常样例中，非错误
266,HospitalType,acuxe care hospixals,FI,stage1,True,T,0.95,acute care hospitals,Typo for 'acute care hospitals'
267,ZipCode,x6784,FI,stage1,True,FI,0.95,36784,"ZipCode should be a 5-digit number; 'x6784' likely a typo for 36784, matching Thomasville, AL"
269,Condition,heart attack,DIST,stage2,False,NONE,0.95,,Value is a valid condition and matches MeasureName; not a typo.
269,Stateavg,al_axi-1,DIST,stage2,True,T,0.9,al_ami-1,'axi' appears to be a typo for 'ami' based on MeasureCode and normal samples.
270,City,alabaster,DIST,stage2,False,NONE,0.95,,"alabaster is a valid city in Alabama, and the lowercase format is consistent with other city values in the dataset."
270,PhoneNumber,2056208100,DIST,stage2,False,NONE,1.0,,The phone number appears in the provided normal samples and follows the expected format.
271,HospitalName,shelby baptist medical center,DIST,stage2,False,NONE,0.95,,真实存在的医院名称，与同行CountyName (shelby) 语义一致，符合命名习惯
271,PhoneNumber,2056208100,DIST,stage2,False,NONE,0.99,,该值出现在正常样例中，是合法的10位数字电话号码，非异常
272,Condition,heart attack,DIST,stage2,False,NONE,0.95,,Value is correct and consistent with MeasureName; normal samples include this exact value.
273,ProviderNumber,1xx16,FI,stage1,True,FI,0.95,,包含字母'x'，违反该列全数字5位格式
273,HospitalName,shelby baptist medical center,DIST,stage2,False,NONE,0.9,,名称与县名'Shelby'一致，无拼写或格式错误，前序标记可能误报
274,Score,empty,MV,stage1,True,MV,0.95,,"Score is 'empty' while Sample is 0 patients, indicating missing value."
274,Condition,heart attack,DIST,stage2,False,NONE,0.95,,Condition 'heart attack' is a valid value and matches the MeasureCode AMI-7a.
275,Address,1000 fixst stxeet noxth,VAD,stage1,True,T,1.0,1000 first street north,明显的拼写错误：'fixst' 应为 'first'，'stxeet' 应为 'street'，'noxth' 应为 'north'，且与 ProviderNumber 10016 的历史地址一致。
278,State,xl,VAD,stage1,True,T,0.95,al,State应为AL（阿拉巴马），与City（alabaster）、ZipCode（35007）、CountyName（shelby）及Stateavg前缀（al）一致，'xl'与'al'仅一字之差，属typo。
278,HospitalName,shelby baptist medical center,DIST,stage2,False,NONE,0.9,,医院名与CountyName (shelby) 吻合，符合本地命名习惯，无跨列矛盾，仅为分布模型误报。
279,Condition,xeart failure,FI,stage1,True,T,0.95,heart failure,'xeart' is a typo for 'heart'
279,MeasureCode,hf-4,DIST,stage2,False,NONE,0.9,,"Value 'hf-4' appears in normal samples, valid code"
280,HospitalType,acutexcarexhospitals,FI,stage1,False,NONE,0.95,,该值出现在正常样本列表中，是 acute care hospitals 的常见变体，不属于格式错误。
281,MeasureName,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,VAD,stage1,True,T,0.95,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,明显的拼写错误，多处字母被替换（如 pnxumonia->pneumonia），与标准 MeasureName 差异仅由字符错误导致。
281,HospitalName,shelby baptist medical center,DIST,stage2,False,NONE,0.9,,医院名称与所在地 CountyName 一致，无拼写或格式问题，前序标记为误报。
281,PhoneNumber,2056208100,DIST,stage2,False,NONE,1.0,,该号码出现在正常样例中，因此为正常值，前序标记为误报。
283,ZipCode,3x007,FI,stage1,True,T,0.95,35007,"Alabaster, AL的邮政编码应为35007，'3x007'中'x'疑似'5'的键入错误。"
290,ZipCode,x5007,FI,stage1,True,FI,0.98,35007,"ZipCode 'x5007' 不是5位数字，正常样例为纯数字；且 City='alabaster', State='al' 对应的有效邮编为35007，'x' 可能是 '3' 的误写。"
290,MeasureName,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,VAD,stage1,True,T,0.99,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,文本中 'surgerx'、'daxs' 均为拼写错误（typo），与同 MeasureCode 的正常值对比应为 'surgery'、'days'；跨列依赖本身无误，错误本质是拼写。
293,HospitalType,acuxe care hospixals,FI,stage1,True,T,0.95,acute care hospitals,当前值'acuxe care hospixals'与正确值'acute care hospitals'仅存在少量字符差异，为拼写错误（typo），而非格式错误。
294,Score,empty,MV,stage1,True,MV,1.0,,值为'empty'，是明确的缺失哨兵，Score应为百分比，缺失值
294,Sample,empty,MV,stage1,True,MV,1.0,,值为'empty'，是明确的缺失哨兵，Sample应为患者计数，缺失值
294,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,医院名拼写规范，与城市Birmingham、州AL及ZipCode一致，无错误迹象，前序标记为误报
294,ZipCode,35233,DIST,stage2,False,NONE,0.95,,邮政编码35233对应阿拉巴马州伯明翰，且正常样本中包含该值，跨列一致，无错误
295,Score,empty,MV,stage1,True,MV,0.99,,缺失哨兵'empty'表示数值缺失
295,Sample,empty,MV,stage1,True,MV,0.99,,缺失哨兵'empty'表示数值缺失
295,Address,1720 univxrsity blvd,T,stage1,True,T,0.99,1720 university blvd,'univxrsity'应为'university'，与相同地址高频值一致
295,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.95,,"名称与地址(1720 University Blvd, Birmingham, AL)吻合，真实存在，分布异常系误报"
296,Score,empty,MV,stage1,True,MV,0.95,,值为'empty'，是缺失哨兵，应视为缺失值。
296,Sample,empty,MV,stage1,True,MV,0.95,,值为'empty'，是缺失哨兵，应视为缺失值。
296,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,医院名称为真实存在的医院，地址所在城市伯明翰，无拼写错误，与同行其他列一致，正常样本中包含类似医院名。
296,ZipCode,35233,DIST,stage2,False,NONE,0.95,,邮政编码与城市伯明翰、州AL匹配，且在正常样本中出现，无错误。
297,Score,empty,MV,stage1,True,MV,1.0,,Score值为'empty'，是缺失值占位符，应为百分比分数
297,Sample,empty,MV,stage1,True,MV,1.0,,Sample值为'empty'，是缺失值占位符，应为患者计数
297,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,医院名称在阿拉巴马州伯明翰市真实存在，与上下文一致，无拼写错误
297,ZipCode,35233,DIST,stage2,False,NONE,0.9,,ZipCode '35233' 与City 'birmingham'和State 'al'匹配，且出现在正常样例中
298,Score,empty,MV,stage1,True,MV,0.99,,值为缺失哨兵'empty'。
298,Sample,empty,MV,stage1,True,MV,0.99,,值为缺失哨兵'empty'。
298,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,有效的医院名称，与城市、州上下文一致，仅因少见被标记。
298,ZipCode,35233,DIST,stage2,False,NONE,0.95,,正确的邮政编码，与城市、州一致，且出现在正常样本中。
299,Score,empty,MV,stage1,True,MV,1.0,,缺失值哨兵'empty'，非百分比数字。
299,Sample,empty,MV,stage1,True,MV,1.0,,缺失值哨兵'empty'，非患者计数格式。
299,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,医院名称真实存在，与城市/州匹配，分布差异可能因罕见机构。
299,PhoneNumber,2053258100,DIST,stage2,False,NONE,0.9,,电话号码格式正确，区号与伯明翰地区一致，未见错误。
300,Score,empty,MV,stage1,True,MV,1.0,,值为缺失哨兵 'empty'，确认为缺失值
300,Sample,empty,MV,stage1,True,MV,1.0,,值为缺失哨兵 'empty'，确认为缺失值
300,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,医院名称格式合理，无拼写错误，与同行其他列无矛盾，属于误报
300,ZipCode,35233,DIST,stage2,False,NONE,0.95,,与正常样例一致，且与 City 'birmingham' 及 State 'al' 匹配，属于误报
301,Score,empty,MV,stage1,True,MV,1.0,,"Value is 'empty' sentinel, indicating missing data."
301,Sample,empty,MV,stage1,True,MV,1.0,,"Value is 'empty' sentinel, indicating missing data."
301,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,1.0,,"Matches known address (1720 University Blvd, Birmingham AL 35233) and is consistent with other columns; distribution flag false positive."
301,ZipCode,35233,DIST,stage2,False,NONE,1.0,,"Valid zip code for Birmingham, AL, appearing in normal samples; distribution flag false positive."
302,Score,empty,MV,stage1,True,MV,0.95,,缺失哨兵'empty'，正常应为百分比如'95%'
302,Sample,empty,MV,stage1,True,MV,0.95,,缺失哨兵'empty'，正常应为患者计数如'12 patients'
302,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,Callahan Eye Foundation Hospital 是伯明翰真实医院，与State=al、City=birmingham一致，非错误
302,ZipCode,35233,DIST,stage2,False,NONE,0.95,,35233是伯明翰有效邮编，且在正常样例中出现，与City、State匹配
303,Score,empty,MV,stage1,True,MV,0.99,,Missing value placeholder 'empty' instead of a percentage score.
303,Sample,empty,MV,stage1,True,MV,0.99,,Missing value placeholder 'empty' instead of a patient count.
303,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.95,,"Name is correct and consistent with address (1720 University Blvd, Birmingham AL 35233); lowercase is the dataset convention."
303,ZipCode,35233,DIST,stage2,False,NONE,0.95,,Zip code 35233 matches the city/state/address and appears in the normal samples; no error.
304,Score,empty,MV,stage1,True,MV,0.98,,"Value 'empty' is a missing-value sentinel, not a valid percentage."
304,Sample,empty,MV,stage1,True,MV,0.98,,"Value 'empty' is a missing-value sentinel, not a valid patient count."
304,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.8,,"Name appears to be a legitimate hospital in Birmingham, AL; low-frequency but not an error."
304,ZipCode,35233,DIST,stage2,False,NONE,0.9,,"ZipCode 35233 is present in the normal samples and matches Birmingham, AL."
305,Score,empty,MV,stage1,True,MV,1.0,,值为空哨兵'empty'，正常应为百分比格式
305,Sample,empty,MV,stage1,True,MV,1.0,,值为空哨兵'empty'，正常应为如'0 patients'的格式
305,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.7,,医院名称可能真实存在，分布异常但无明确错误
305,PhoneNumber,2053258100,DIST,stage2,False,NONE,0.9,,10位数字，区号205有效，格式符合
306,Score,empty,MV,stage1,True,MV,0.98,,值为'empty'，是明确的缺失哨兵，与正常百分数不符
306,Sample,empty,MV,stage1,True,MV,0.98,,值为'empty'，是明确的缺失哨兵，与正常患者数格式不符
306,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,全小写与行内其他文本列一致，正常样例中也存在小写名称，无拼写错误
306,ZipCode,35233,DIST,stage2,False,NONE,1.0,,值'35233'出现在正常样例中，为典型值
307,Score,empty,MV,stage1,True,MV,0.99,,"Score is the missing value sentinel 'empty', indicating unrecorded percentage."
307,Sample,empty,MV,stage1,True,MV,0.99,,"Sample is the missing value sentinel 'empty', indicating unrecorded patient count."
307,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.9,,"HospitalName is all lowercase but consistent with other text columns in the same row (City, State, etc.), not an error."
307,PhoneNumber,2053258100,DIST,stage2,False,NONE,0.9,,"PhoneNumber is a 10-digit number with area code 205 matching Birmingham, AL; format aligns with normal samples."
308,Score,empty,MV,stage1,True,MV,0.99,,'empty' 是明显的缺失占位符，该列应存储百分比数值
308,Sample,empty,MV,stage1,True,MV,0.99,,'empty' 是缺失哨兵，不符合患者数量格式
308,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.99,,合法的医院名称，拼写正常，存在于此州（阿拉巴马）
308,ZipCode,35233,DIST,stage2,False,NONE,0.99,,有效邮编，与城市伯明翰一致，且在正常样例中
309,Score,empty,MV,stage1,True,MV,0.95,,值为缺失值哨兵'empty'，且正常样例均为百分比数值。
309,Sample,empty,MV,stage1,True,MV,0.95,,值为缺失值哨兵'empty'，且正常样例均为患者数量。
309,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.95,,名称合理，与样例风格一致，无拼写错误，上下文无冲突。
309,PhoneNumber,2053258100,DIST,stage2,False,NONE,0.95,,号码格式正确，区号205与州AL匹配，无异常。
310,Score,empty,MV,stage1,True,MV,1.0,,值为'empty'，是明确的缺失哨兵，且Score应为百分比格式，正常样例均为百分比字符串。
310,Sample,empty,MV,stage1,True,MV,1.0,,值为'empty'，是明确的缺失哨兵，且Sample应为患者数量，正常样例均为数字+patients格式。
310,HospitalName,callahan eye foundation hospital,DIST,stage2,False,NONE,0.95,,Callahan Eye Foundation Hospital是伯明翰真实存在的医院，与同行City/State一致，名称无明显拼写或格式错误，分布异常可能是模型未见过该名称所致。
310,PhoneNumber,2053258100,DIST,stage2,False,NONE,0.95,,电话号码2053258100为10位数字，区号205与阿拉巴马州伯明翰地区匹配，无格式错误，同行其他信息一致，分布异常可能是频率低所致。
311,Condition,children s asthma care,FI,stage1,False,NONE,0.95,,值在正常样例中，且与同行MeasureCode一致，非错误。
311,City,axxistox,VAD,stage1,True,T,1.0,anniston,与正确值anniston仅有少量字符差异，且与State、ZipCode一致，应为拼写错误。
312,Condition,children s asthma care,FI,stage1,False,NONE,0.9,,值出现在正常样例中，且与同行MeasureCode、MeasureName一致，无错误。
312,CountyName,calhoxn,T,stage1,True,T,0.95,calhoun,"拼写错误：Anniston, AL 对照的县名应为 Calhoun，编辑距离为1。"
313,HospitalOwner,prxprietary,FI,stage1,True,T,0.95,proprietary,"Typo: 'prxprietary' is a misspelling of 'proprietary', which is a valid category in the normal samples."
314,ProviderNumber,100x8,FI,stage1,True,FI,0.95,,"ProviderNumber should be all digits; '100x8' contains letter 'x', violating the expected 5-digit numeric format."
316,Sample,29 xatients,FI,stage1,True,T,0.95,29 patients,xatients is a typo for patients
316,Address,301xeastx18thxst,VAD,stage1,True,VAD,0.99,301 east 18th st,"Based on ProviderNumber 10038, address should be '301 east 18th st'; current value has x instead of spaces"
318,EmergencyService,xes,VAD,stage1,True,T,0.9,yes,Likely a typo for 'yes'
318,City,anniston,DIST,stage2,False,NONE,0.95,,"City 'anniston' is correct and consistent with State AL and County Calhoun, appears in normal samples"
319,MeasureName,heart attack patients given pci within 90 minutes of arrival,DIST,stage2,False,NONE,0.98,,值与同行Condition和MeasureCode一致，语义正确，无格式或拼写错误
319,Stateavg,al_ami-8a,DIST,stage2,False,NONE,0.98,,'al_ami-8a'符合州缩写+度量代码的规范，且与State和MeasureCode一致，虽未出现在正常样例中但逻辑合理
321,PhoneNumber,256235x900,FI,stage1,True,T,0.95,2562358900,Contains letter 'x' instead of digit; likely typo for '2562358900' similar to normal sample and same area code.
321,CountyName,calhoun,DIST,stage2,False,NONE,0.99,,"Calhoun is the correct county for city Anniston, state AL, and zip 36201; consistent with row context."
324,CountyName,caxhoun,T,stage1,True,T,0.99,calhoun,当前值 'caxhoun' 与阿拉巴马州真实县名 'Calhoun' 仅一字之差（x 应为 l），且城市 Anniston 和邮编 36201 均属 Calhoun 县，确认为拼写错误。
325,ZipCode,36x01,FI,stage1,True,FI,0.95,36201,包含字母'x'，不符合5位数规范，最可能为Anniston AL的常用邮编36201
325,CountyName,calhoun,DIST,stage2,False,NONE,0.9,,与同行City/State一致，Anniston位于Calhoun县，属误报
327,EmergencyService,yex,VAD,stage1,False,NONE,0.9,,该值在正常样本中存在，且同行数据（如Stateavg与State、MeasureCode一致）无跨列不一致，前序基于历史分布的依赖不构成硬约束。
332,ZipCode,3x305,FI,stage1,True,FI,0.9,36305,包含非法字符'x'，正常应为5位数字，根据城市和州推测可能为36305
332,HospitalOwner,proxrietary,FI,stage1,True,T,0.99,proprietary,与标准枚举值'proprietary'仅差一个字母'x'，明显拼写错误
332,EmergencyService,yex,VAD,stage1,True,T,0.9,yes,与同ProviderNumber历史多数值'yes'仅差一个字母，疑为笔误
333,EmergencyService,yes,DIST,stage2,False,NONE,0.99,,"Value 'yes' is a common valid response for emergency services, matches normal samples."
334,Stateavg,al_pnx2,FI,stage1,True,T,0.95,al_pn-2,根据MeasureCode pn-2与正常样例格式al_xxx-x，当前值多了x且缺连字符，应为'al_pn-2'
334,Address,4370xwestxmainxstreet,VAD,stage1,True,T,0.95,4370 west main street,根据同ProviderNumber多数记录，多个'x'应为空格，正确地址为'4370 west main street'
336,Score,x00%,FI,stage1,True,FI,0.95,100%,"Value contains non-numeric character, does not match pattern digit(s)%."
336,Sample,77 patients,DIST,stage2,False,NONE,0.7,,"77 patients is a valid format, likely a correct but larger sample size; distribution outlier but not a clear error given context."
337,HospitalName,floxers hospital,T,stage1,True,T,0.95,flowers hospital,"与已知医院名'flowers hospital'仅一字之差，且City和State匹配Dothan, AL的Flowers Hospital。"
337,HospitalOwner,proprietary,DIST,stage2,False,NONE,0.9,,'proprietary'是正常样本中的合法值，且与HospitalType等列无冲突，前序标记为误报。
338,Sample,112 patients,DIST,stage2,False,NONE,0.9,,"112 patients is a plausible sample size for a hospital; format is correct, and no cross-column inconsistency is evident."
340,ZipCode,x6x05,FI,stage1,True,FI,0.95,36305,"Contains letters 'x', should be 5-digit number. Likely typo for Dothan, AL zip code 36305."
340,Stateavg,al_scip-card-2,DIST,stage2,False,NONE,0.99,,Value 'al_scip-card-2' matches the pattern State_MeasureCode and appears in normal samples; consistent with State 'al' and MeasureCode 'scip-card-2'.
342,PhoneNumber,xx479x5000,FI,stage1,True,FI,0.98,,包含非数字字符'x'，不符合北美电话号码纯数字格式，且正常样例均为10位数字
342,Sample,957 patients,DIST,stage2,True,OTHER,0.6,,样本量957远大于正常样例分布（最大14），与Score=100%可能存在不一致，疑似录入错误
344,HospitalOwner,proprietary,DIST,stage2,False,NONE,0.95,,Value is a valid hospital owner type and appears in normal samples; no cross-column inconsistency.
344,Sample,165 patients,DIST,stage2,False,NONE,0.9,,"Format is valid (number + 'patients'), and a sample size of 165 is plausible for this measure; no evidence of error beyond distributional rarity."
345,Sample,1295 patients,DIST,stage2,True,FI,0.9,,Value '1295 patients' far exceeds typical sample size range (0-14 patients) observed in normal samples; likely a format error or wrong value.
346,CountyName,housxon,T,stage1,True,T,0.95,houston,"疑似拼写错误，与同列高频值'houston'编辑距离为1，且地址Dothan, AL 对应Houston County，应为'houston'。"
346,MeasureName,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,VAD,stage1,True,T,0.99,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,"多个明显拼写错误：'pxtients','trextments','xfter','certxin'，对照正确MeasureName文本应为'surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries'。"
347,Stateavg,al_scipxvtex2,FI,stage1,True,FI,0.9,al_scip-vte-2,"Format does not match expected pattern with hyphen, likely a misconstruction of 'al_scip-vte-2' based on State and MeasureCode"
347,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,DIST,stage2,False,NONE,0.85,,Measure name matches MeasureCode SCIP-VTE-2; extra space between words is a common artifact in the dataset and not a semantic error
349,MeasureCode,amix2,FI,stage1,True,T,0.95,ami-2,Value looks like a typo for 'ami-2'; Stateavg 'al_ami-2' confirms expected code 'ami-2'.
349,CountyName,jefferson,DIST,stage2,False,NONE,0.9,,'jefferson' is a valid county in AL and appears in normal samples; not an error.
349,HospitalName,st vincents hospital,DIST,stage2,False,NONE,0.9,,Value is semantically consistent with address and normal samples include similar names; likely a legitimate variant.
350,EmergencyService,yxs,VAD,stage1,False,NONE,0.95,,'yxs'出现在该列的正常样本中，无跨列矛盾，可能为合法编码，前序标记为误报。
350,Address,810 st vxncents drxve,DIST,stage2,True,T,0.98,810 st vincents drive,与医院名'st vincents hospital'不一致，'vxncents'和'drxve'分别为'vincents'和'drive'的拼写错误。
352,City,birmingham,DIST,stage2,False,NONE,0.95,,"'birmingham' is a valid city, appears in normal samples, and matches State 'AL' and ZipCode '35205'."
352,ZipCode,35205,DIST,stage2,False,NONE,0.95,,"'35205' is a valid ZIP code for Birmingham, AL, consistent with City and State. Absence from normal samples does not indicate error."
353,CountyName,morgan,DIST,stage2,False,NONE,0.95,,Morgan是阿拉巴马州的一个县，与City/State/Zip匹配
353,HospitalOwner,government - hospital district or authority,DIST,stage2,False,NONE,0.99,,该值存在于正常样例列表中，是常见的医院所有权类型
354,Sample,1x patients,FI,stage1,True,FI,0.95,1 patients,"Extra 'x' in number, should be '1 patients'."
354,Condition,heart attack,DIST,stage2,False,NONE,0.98,,"Correct value 'heart attack' is a normal condition, no error."
356,HospitalOwner,prxprietary,FI,stage1,True,T,0.99,proprietary,Typo of 'proprietary' based on normal samples and standard value.
356,State,ax,VAD,stage1,True,VAD,0.95,al,Inconsistent with ProviderNumber 10086 (majority state 'al') and Stateavg 'al_ami-3'.
357,Condition,heart attack,DIST,stage2,True,OTHER,0.5,,LLM 未返回该格判定，沿用前序结果（兜底）。
359,Condition,heart attack,DIST,stage2,False,NONE,0.95,,"值在正常样例中，且与同行其他列(MeasureCode, MeasureName)语义一致，无明显错误。"
359,HospitalOwner,proprietary,DIST,stage2,False,NONE,0.95,,值在正常样例中，且上下文无矛盾，是合法类别。
360,ProviderNumber,100x6,FI,stage1,True,FI,1.0,,包含字母'x'，所有正常样例均为5位纯数字。
360,Score,empty,MV,stage1,True,MV,1.0,,'empty'是显式缺失哨兵字符串，应表示为空值。
363,Address,1530xuxsxhighwayx43,VAD,stage1,True,T,0.95,1530 u s highway 43,地址值含有多个异常字符 'x'，与同 ProviderNumber 的历史正常地址 '1530 u s highway 43' 不符，属于典型的 OCR 或录入拼写错误。
366,ZipCode,3xx94,FI,stage1,True,FI,0.98,35594,包含字母'x'，不符合5位数字格式；且根据City='winfield'与State='al'，正确邮编应为35594。
366,Condition,pnxumonia,FI,stage1,True,T,0.97,pneumonia,'pnxumonia'是'pneumonia'的明显拼写错误，正常值包括'pneumonia'。
367,City,winfielx,T,stage1,True,T,0.95,winfield,"与高频值'winfield'编辑距离为1，且Winfield, AL确实存在于Marion县，明显拼写错误"
367,CountyName,marion,DIST,stage2,False,NONE,0.9,,'marion'出现在正常样例中，且与State=AL和修复后的City=Winfield完全匹配，分布模型误报
369,Condition,pnexmonia,FI,stage1,True,T,0.99,pneumonia,当前值'pnexmonia'与正常值'pneumonia'拼写相近，且同行MeasureName明确指向肺炎，应为typo
369,Stateavg,al_pn-6,DIST,stage2,False,NONE,0.99,,Stateavg由State和MeasureCode拼接而成，'al_pn-6'与同行State 'al'、MeasureCode 'pn-6'完全一致，无错误
370,Stateavg,alxpn-7,FI,stage1,True,T,0.95,al_pn-7,"Should be al_pn-7 per MeasureCode and State, likely typo with 'x' instead of underscore"
370,CountyName,marion,DIST,stage2,False,NONE,0.9,,Appears in normal samples and matches City/State context
370,HospitalName,northwest medical center,DIST,stage2,False,NONE,0.9,,"Appears in normal samples, no evidence of error"
373,Stateavg,al_sxip-inf-2,DIST,stage2,True,T,0.95,al_scip-inf-2,"Stateavg should be al_scip-inf-2 based on measure code SCIP-INF-2, but contains typo 'sxip' instead of 'scip'"
374,EmergencyService,yex,VAD,stage1,True,T,0.95,yes,"Value 'yex' appears to be a typo of 'yes', as ProviderNumber 10086 typically has EmergencyService='yes' (96% in training)."
375,ZipCode,3xx94,FI,stage1,True,FI,0.95,35594,"Contains non-numeric 'xx', normal samples are 5-digit numbers; City=winfield, State=AL maps to 35594."
375,Score,empty,MV,stage1,False,NONE,0.9,,"Sample is '0 patients', so a missing score indicator like 'empty' is expected and not an actual error."
375,HospitalOwner,proprietary,DIST,stage2,False,NONE,0.95,,'proprietary' is present in the provided normal samples; flagged distribution anomaly is likely a false positive.
378,Score,x5%,FI,stage1,True,T,0.9,95%,"Value 'x5%' appears to be a typo for '95%', likely a miskey of 'x' instead of '9'."
380,MeasureName,heaxt attack patients given aspixin at dischaxge,VAD,stage1,True,VAD,0.95,heart attack patients given aspirin at discharge,多个拼写错误导致与MeasureCode='ami-2'的标准名称不符，属于跨列依赖违反
380,MeasureCode,ami-2,DIST,stage2,False,NONE,0.99,,ami-2是合法代码，与Condition=heart attack一致，且出现在正常样例中，前序标记为误报
381,PhoneNumber,25x47x7xx0,FI,stage1,True,FI,1.0,,"Value contains 'x' characters, not a valid 10-digit North American phone number as expected from normal samples."
384,PhoneNumber,25x47x7xx0,FI,stage1,True,FI,1.0,,包含字母'x'，不符合纯数字电话号码格式
384,Score,empty,MV,stage1,True,MV,1.0,,'empty'为缺失哨兵，应视为缺失值
384,HospitalName,univ ox south alabama medical center,T,stage1,True,T,0.95,univ of south alabama medical center,与高频正常值仅'ox'和'of'一字之差，明显拼写错误
385,HospitalName,xniv of soxth alabama medical center,T,stage1,True,T,0.95,univ of south alabama medical center,明显的拼写错误：'xniv'应为'univ'，'soxth'应为'south'，与正常名称'Univ of South Alabama Medical Center'一致，且与城市Mobile、州AL匹配。
385,ZipCode,36617,DIST,stage2,False,NONE,0.98,,邮编36617是阿拉巴马州Mobile的有效邮编，与同行City及State一致，无错误。
386,PhoneNumber,25x47x7xx0,FI,stage1,True,FI,1.0,,"Contains letters in a field that should be all digits, violating phone number format."
386,Condition,hxart failurx,FI,stage1,True,T,1.0,heart failure,"Typo for 'heart failure', matching MeasureCode hf-1 and patient condition context."
386,State,xl,VAD,stage1,True,T,1.0,al,"Typo for 'al', consistent with City 'mobile' and ProviderNumber 10087."
387,Stateavg,al_hx-2,VAD,stage1,True,VAD,0.95,al_hf-2,与同行MeasureCode 'hf-2' 不匹配，应为 'al_hf-2'
387,MeasureCode,hf-2,DIST,stage2,False,NONE,0.9,,与Condition和MeasureName一致，为有效心力衰竭指标代码，分布异常为误报
389,MeasureName,heart xailure patients given smoking cessation advice/counseling,T,stage1,True,T,0.95,heart failure patients given smoking cessation advice/counseling,xailure显然是failure的拼写错误，且与同行Condition heart failure及MeasureCode hf-4一致。
389,EmergencyService,yxs,VAD,stage1,True,T,0.8,yes,yxs与yes编辑距离为1（x→e，s位置不变），应为拼写错误；normal_samples中虽有类似编码，但本医院ProviderNumber多数记录为yes，且急诊服务通常为yes/no，故判断为typo而非合法值。
391,MeasureCode,pn-xb,FI,stage1,True,T,0.95,pn-3b,与Stateavg中的测量码部分不一致，且正常样本无字母x；Stateavg为al_pn-3b，暗示正确编码为pn-3b。
391,Stateavg,al_pn-3b,DIST,stage2,False,NONE,0.9,,该值与同行State列(al)一致，且与修正后的MeasureCode(pn-3b)匹配；格式符合州编码_测量码，正常样本中存在类似值(al_pn-4)。
393,PhoneNumber,33x361x267,FI,stage1,True,FI,0.9,334361267,包含非法字符'x'，长度不足10位，与北美电话号码格式不符；基于同州正常样例推测区号334，完整号码可能为334361267。
393,Address,124xsxmemorialxdr,VAD,stage1,True,T,0.95,124 s memorial dr,与同医院多数地址不符，'x'应为空格，实际应为'124 s memorial dr'，属于拼写错误。
394,Score,empty,MV,stage1,True,MV,0.95,,值为'empty'，是典型的缺失哨兵，且同行样本数为0，该分数应缺失
394,MeasureCode,ami-4,DIST,stage2,False,NONE,0.9,,与Condition、MeasureName及Stateavg一致，属于合法的AMI指标代码，不是错误
396,Score,empty,MV,stage1,True,MV,0.98,,Score值为'empty'是缺失哨兵，非百分比，确认为缺失值。
396,Condition,heart attack,DIST,stage2,False,NONE,0.99,,Condition值为'heart attack'，与正常样例中正确拼写一致，不是错误。
397,Score,empty,MV,stage1,False,NONE,0.95,,"Sample is 0 patients, so Score missing is expected and not an error."
398,State,al,DIST,stage2,False,NONE,0.95,,州代码“al”与同行城市、邮编一致，是有效的阿拉巴马州缩写，在上下文中无矛盾，应为误报。
400,Condition,hxart failurx,FI,stage1,True,T,0.95,heart failure,明显的拼写错误，'hxart failurx'应为'heart failure'，与Stateavg中的'hf'及MeasureCode、MeasureName一致
402,State,ax,VAD,stage1,True,T,0.95,al,"City, CountyName, ZipCode, and ProviderNumber history all point to AL; 'ax' is likely a typo of 'al'."
