row_id,column,value,error_type,violated_rule,reason,suggested_fix,confidence
487,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
488,Score,1xx%,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
491,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
493,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
494,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
495,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
496,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
497,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
506,Score,93x,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
508,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
512,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
514,Score,1xx%,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
521,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
546,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
572,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
587,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
591,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
592,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
593,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
594,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
595,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
596,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
597,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
600,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
601,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
608,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
609,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
610,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
611,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
612,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
613,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
614,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
615,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
621,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
643,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
644,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
646,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
647,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
658,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
659,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
660,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
661,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
662,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
663,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
664,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
665,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
671,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
694,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
696,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
697,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
698,Score,xx%,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
711,Score,1xx%,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
712,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
718,Score,x7%,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
721,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
722,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
737,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
744,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
746,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
747,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
762,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
769,Score,x3%,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
770,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
782,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
830,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
832,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
833,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
848,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
850,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
851,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
855,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
857,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
858,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
860,Score,80x,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
873,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
882,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
883,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
888,Score,x5%,FI,regex,Values are percentages (0%-100%) represented as one to three digits followed by '%'. Non-null values should match this pattern.,,
894,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
895,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
896,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
897,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
898,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
935,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
936,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
947,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
948,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
949,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
950,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
951,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
952,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
953,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
954,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
957,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
958,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
960,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
961,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
976,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
983,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
985,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
986,Score,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
0,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
1,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
2,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
3,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
4,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
5,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
6,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
7,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
17,Sample,3x patients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
91,Sample,619 paxienxs,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
115,Sample,0 patixnts,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
133,Sample,21 pxtients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
166,Sample,xx patients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
170,Sample,6xpatients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
224,Sample,1 patiexts,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
234,Sample,82 patientx,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
261,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
294,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
295,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
296,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
297,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
298,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
299,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
300,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
301,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
302,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
303,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
304,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
305,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
306,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
307,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
308,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
309,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
310,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
316,Sample,29 xatients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
354,Sample,1x patients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
413,Sample,125 patixnts,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
418,Sample,4 xatients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
444,Sample,521 patiexts,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
450,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
451,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
462,Sample,x patients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
482,Sample,62 patientx,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
496,Sample,0 patxents,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
502,Sample,44 paxienxs,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
508,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
523,Sample,25x patients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
532,Sample,87 patientx,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
546,Sample,x patients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
554,Sample,74 patxents,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
580,Sample,50 pxtients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
588,Sample,172 patxents,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
591,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
592,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
593,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
594,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
595,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
596,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
597,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
608,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
609,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
610,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
611,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
612,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
613,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
614,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
615,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
658,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
659,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
660,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
661,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
662,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
663,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
664,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
665,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
668,Sample,87 paxienxs,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
673,Sample,618 xatients,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
776,Sample,193 paxienxs,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
845,Sample,4 patiexts,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
866,Sample,121 patiexts,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
872,Sample,15 patiexts,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
905,Sample,126 patxents,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
947,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
948,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
949,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
950,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
951,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
952,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
953,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
954,Sample,empty,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
972,Sample,27 paxienxs,FI,regex,绝大部分值都是数字+空格+patients，数字1-4位,,
56,Stateavg,al_pn-xb,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
244,Stateavg,ax_ami-1,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
248,Stateavg,xl_xmi-5,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
334,Stateavg,al_pnx2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
347,Stateavg,al_scipxvtex2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
370,Stateavg,alxpn-7,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
432,Stateavg,ak_hf-1,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
433,Stateavg,ak_hf-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
434,Stateavg,ak_hf-3,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
435,Stateavg,ak_hf-4,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
436,Stateavg,ak_pn-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
437,Stateavg,ak_pn-3b,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
438,Stateavg,ak_pn-4,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
439,Stateavg,ak_pn-5c,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
440,Stateavg,ak_pn-6,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
441,Stateavg,ak_pn-7,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
442,Stateavg,ak_scip-card-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
443,Stateavg,ak_scip-inf-1,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
444,Stateavg,ak_scip-inf-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
445,Stateavg,ak_scip-inf-3,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
446,Stateavg,ak_scip-inf-4,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
447,Stateavg,ak_scip-inf-6,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
448,Stateavg,ak_scip-vte-1,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
449,Stateavg,ak_scip-vte-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
450,Stateavg,ak_ami-1,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
451,Stateavg,ak_ami-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
477,Stateavg,ax_pn-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
564,Stateavg,al_scipxvtex1,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
567,Stateavg,xl_xmi-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
622,Stateavg,al_amix8a,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
646,Stateavg,alxami-7a,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
678,Stateavg,alxpn-3b,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
760,Stateavg,al_scipxinfx2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
787,Stateavg,al_hf-x,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
796,Stateavg,xl_scip-inf-2,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
827,Stateavg,xl_xmi-1,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
842,Stateavg,al_pnx6,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
920,Stateavg,alxpn-6,FI,regex,格式为'al_'前缀、字母与连字符组成的中间部分、连字符、数字和可选字母后缀,,
26,HospitalName,southeast alabama medxcal center,T,typo_near_frequent,疑似拼写错误: 'southeast alabama medxcal center'(出现1次) 与高频值 'southeast alabama medical center'(出现24次) 编辑距离1,southeast alabama medical center,1.0
131,HospitalName,crenshaw cxmmunity hxspital,T,typo_near_frequent,疑似拼写错误: 'crenshaw cxmmunity hxspital'(出现1次) 与高频值 'crenshaw community hospital'(出现24次) 编辑距离2,crenshaw community hospital,0.978
171,HospitalName,marshall medical cenxer norxh,T,typo_near_frequent,疑似拼写错误: 'marshall medical cenxer norxh'(出现1次) 与高频值 'marshall medical center north'(出现24次) 编辑距离2,marshall medical center north,0.979
243,HospitalName,dexalb regional medical center,T,typo_near_frequent,疑似拼写错误: 'dexalb regional medical center'(出现1次) 与高频值 'dekalb regional medical center'(出现24次) 编辑距离1,dekalb regional medical center,1.0
337,HospitalName,floxers hospital,T,typo_near_frequent,疑似拼写错误: 'floxers hospital'(出现1次) 与高频值 'flowers hospital'(出现16次) 编辑距离1,flowers hospital,0.92
384,HospitalName,univ ox south alabama medical center,T,typo_near_frequent,疑似拼写错误: 'univ ox south alabama medical center'(出现1次) 与高频值 'univ of south alabama medical center'(出现11次) 编辑距离1,univ of south alabama medical center,0.82
385,HospitalName,xniv of soxth alabama medical center,T,typo_near_frequent,疑似拼写错误: 'xniv of soxth alabama medical center'(出现1次) 与高频值 'univ of south alabama medical center'(出现11次) 编辑距离2,univ of south alabama medical center,0.803
532,HospitalName,baptist medical cexter south,T,typo_near_frequent,疑似拼写错误: 'baptist medical cexter south'(出现1次) 与高频值 'baptist medical center south'(出现24次) 编辑距离1,baptist medical center south,1.0
654,HospitalName,wedowee hosxital,T,typo_near_frequent,疑似拼写错误: 'wedowee hosxital'(出现1次) 与高频值 'wedowee hospital'(出现24次) 编辑距离1,wedowee hospital,1.0
697,HospitalName,communitx hospital inc,T,typo_near_frequent,疑似拼写错误: 'communitx hospital inc'(出现1次) 与高频值 'community hospital inc'(出现23次) 编辑距离1,community hospital inc,1.0
710,HospitalName,communixy hospixal inc,T,typo_near_frequent,疑似拼写错误: 'communixy hospixal inc'(出现1次) 与高频值 'community hospital inc'(出现23次) 编辑距离2,community hospital inc,0.973
765,HospitalName,andaluxia regional hoxpital,T,typo_near_frequent,疑似拼写错误: 'andaluxia regional hoxpital'(出现1次) 与高频值 'andalusia regional hospital'(出现23次) 编辑距离2,andalusia regional hospital,0.978
777,HospitalName,huntsvxlle hospxtal,T,typo_near_frequent,疑似拼写错误: 'huntsvxlle hospxtal'(出现1次) 与高频值 'huntsville hospital'(出现27次) 编辑距离2,huntsville hospital,0.968
922,HospitalName,riverview rexional medical center,T,typo_near_frequent,疑似拼写错误: 'riverview rexional medical center'(出现1次) 与高频值 'riverview regional medical center'(出现25次) 编辑距离1,riverview regional medical center,1.0
938,HospitalName,georgiaxa hospital,T,typo_near_frequent,疑似拼写错误: 'georgiaxa hospital'(出现1次) 与高频值 'georgiana hospital'(出现24次) 编辑距离1,georgiana hospital,1.0
956,HospitalName,medixal xenter enterprise,T,typo_near_frequent,疑似拼写错误: 'medixal xenter enterprise'(出现1次) 与高频值 'medical center enterprise'(出现23次) 编辑距离2,medical center enterprise,0.976
962,HospitalName,medxcal center enterprxse,T,typo_near_frequent,疑似拼写错误: 'medxcal center enterprxse'(出现1次) 与高频值 'medical center enterprise'(出现23次) 编辑距离2,medical center enterprise,0.976
987,HospitalName,st vincents bxount,T,typo_near_frequent,疑似拼写错误: 'st vincents bxount'(出现1次) 与高频值 'st vincents blount'(出现19次) 编辑距离1,st vincents blount,0.98
106,Address,702 x maix st,T,typo_near_frequent,疑似拼写错误: '702 x maix st'(出现1次) 与高频值 '702 n main st'(出现23次) 编辑距离2,702 n main st,0.954
175,Address,8000 alabama xigxway 69,T,typo_near_frequent,疑似拼写错误: '8000 alabama xigxway 69'(出现1次) 与高频值 '8000 alabama highway 69'(出现24次) 编辑距离2,8000 alabama highway 69,0.974
260,Address,33700 hxghway 43,T,typo_near_frequent,疑似拼写错误: '33700 hxghway 43'(出现1次) 与高频值 '33700 highway 43'(出现23次) 编辑距离1,33700 highway 43,1.0
264,Address,33700 highway x3,T,typo_near_frequent,疑似拼写错误: '33700 highway x3'(出现1次) 与高频值 '33700 highway 43'(出现23次) 编辑距离1,33700 highway 43,1.0
295,Address,1720 univxrsity blvd,T,typo_near_frequent,疑似拼写错误: '1720 univxrsity blvd'(出现1次) 与高频值 '1720 university blvd'(出现24次) 编辑距离1,1720 university blvd,1.0
411,Address,124 s mxmorial dr,T,typo_near_frequent,疑似拼写错误: '124 s mxmorial dr'(出现1次) 与高频值 '124 s memorial dr'(出现18次) 编辑距离1,124 s memorial dr,0.96
415,Address,315 w hickxry st,T,typo_near_frequent,疑似拼写错误: '315 w hickxry st'(出现1次) 与高频值 '315 w hickory st'(出现16次) 编辑距离1,315 w hickory st,0.92
472,Address,126xhospitalxave,T,typo_near_frequent,疑似拼写错误: '126xhospitalxave'(出现1次) 与高频值 '126 hospital ave'(出现23次) 编辑距离2,126 hospital ave,0.963
484,Address,1x6 hospital ave,T,typo_near_frequent,疑似拼写错误: '1x6 hospital ave'(出现1次) 与高频值 '126 hospital ave'(出现23次) 编辑距离1,126 hospital ave,1.0
652,Address,209 xorth maix street,T,typo_near_frequent,疑似拼写错误: '209 xorth maix street'(出现1次) 与高频值 '209 north main street'(出现24次) 编辑距离2,209 north main street,0.971
767,Address,301 east 1xth st,T,typo_near_frequent,疑似拼写错误: '301 east 1xth st'(出现1次) 与高频值 '301 east 18th st'(出现26次) 编辑距离1,301 east 18th st,1.0
849,Address,x0x0 lay dam road,T,typo_near_frequent,疑似拼写错误: 'x0x0 lay dam road'(出现1次) 与高频值 '1010 lay dam road'(出现24次) 编辑距离2,1010 lay dam road,0.965
857,Address,1256 military street sxuth,T,typo_near_frequent,疑似拼写错误: '1256 military street sxuth'(出现1次) 与高频值 '1256 military street south'(出现24次) 编辑距离1,1256 military street south,1.0
